name,year,selling_price_inr,km_driven,fuel,seller_type,transmission,owner,seats,engine_cc,max_power_bhp,brand
Mahindra Scorpio S4 7 Seater,2017.0,950000.0,61379.0,Diesel,Dealer,Manual,First Owner,7,2179.0,120.0,Mahindra
Maruti Ciaz Alpha Automatic BSIV,2017.0,740000.0,25000.0,Petrol,Dealer,Automatic,First Owner,5,1462.0,103.25,Maruti
Datsun GO T Option BSIV,2015.0,275000.0,20000.0,Petrol,Individual,Manual,First Owner,5,1198.0,67.0,Datsun
Toyota Fortuner 4x2 4 Speed AT TRD Sportivo,2014.0,1700000.0,150000.0,Diesel,Dealer,Automatic,First Owner,7,2982.0,169.0,Toyota
Toyota Innova Crysta 2016-2020 2.4 GX MT BSIV,2017.0,1700000.0,54226.0,Diesel,Dealer,Manual,First Owner,7,2393.0,147.8,Toyota
Maruti 800 AC,2006.0,50000.0,40000.0,Petrol,Individual,Manual,Third Owner,4,796.0,37.0,Maruti
Maruti Eeco 5 Seater AC,2019.0,465000.00000000006,7647.0,Petrol,Dealer,Manual,First Owner,5,1196.0,72.42,Maruti
Ford EcoSport 1.5 TDCi Ambiente BSIV,2017.0,625000.0,40000.0,Diesel,Individual,Manual,Fourth & Above Owner,5,1498.0,98.59,Ford
Maruti Ciaz ZXi Plus,2016.0,645000.0,33000.0,Petrol,Dealer,Manual,First Owner,5,1373.0,91.1,Maruti
Maruti Baleno Zeta Automatic,2019.0,660000.0,10000.0,Petrol,Individual,Automatic,First Owner,5,1197.0,83.1,Maruti
Mahindra Scorpio S2 9 Seater,2015.0,720000.0,90000.0,Diesel,Individual,Manual,First Owner,9,2523.0,75.0,Mahindra
Hyundai Xcent 1.2 CRDi SX Option,2017.0,620000.0,31000.0,Diesel,Individual,Manual,First Owner,5,1186.0,73.97,Hyundai
Hyundai i20 Active 1.2 S,2017.0,660000.0,7500.0,Petrol,Individual,Manual,First Owner,5,1197.0,81.86,Hyundai
Maruti Wagon R VXI,2010.0,200000.0,35000.0,Petrol,Dealer,Manual,First Owner,5,998.0,67.1,Maruti
Maruti Wagon R Duo Lxi,2010.0,220000.00000000003,80000.0,LPG,Individual,Manual,First Owner,5,998.0,58.2,Maruti
Hyundai EON Magna Plus,2018.0,318000.0,25000.0,Petrol,Individual,Manual,First Owner,5,814.0,55.2,Hyundai
Mahindra Scorpio S10 8 Seater,2016.0,1075000.0,64000.0,Diesel,Dealer,Manual,First Owner,8,2179.0,120.0,Mahindra
Maruti Alto LXi BSIII,2009.0,155000.0,25000.0,Petrol,Dealer,Manual,First Owner,5,796.0,46.3,Maruti
Volkswagen Polo Petrol Comfortline 1.2L,2012.0,290000.0,80000.0,Petrol,Individual,Manual,Second Owner,5,1198.0,73.9,Volkswagen
Honda Jazz S,2009.0,335000.0,87000.0,Petrol,Dealer,Manual,First Owner,5,1198.0,90.0,Honda
Maruti Alto LXi,2011.0,160000.0,25000.0,Petrol,Individual,Manual,First Owner,5,796.0,46.3,Maruti
Chevrolet Optra Magnum 2.0 LS,2011.0,290000.0,82500.0,Diesel,Individual,Manual,Second Owner,5,1991.0,123.7,Chevrolet
Ford Figo Diesel ZXI,2011.0,230000.0,90000.0,Diesel,Individual,Manual,First Owner,5,1399.0,68.0,Ford
Fiat Punto 1.4 Emotion,2010.0,200000.0,70000.0,Petrol,Individual,Manual,First Owner,5,1262.5954198473282,86.70841269841269,Fiat
Audi A4 2.0 TDI,2013.0,1550000.0,60000.0,Diesel,Dealer,Automatic,First Owner,5,1968.0,147.51,Audi
Skoda Laura Ambiente 2.0 TDI CR AT,2012.0,450000.0,59999.0,Diesel,Dealer,Automatic,First Owner,5,1968.0,138.1,Skoda
Hyundai Grand i10 1.2 Kappa Sportz BSIV,2014.0,400000.0,44904.0,Petrol,Dealer,Manual,First Owner,5,1197.0,81.86,Hyundai
Honda Brio S MT,2012.0,269000.0,50000.0,Petrol,Dealer,Manual,First Owner,5,1198.0,86.8,Honda
Maruti Ertiga ZDI Plus,2016.0,894999.9999999999,56829.0,Diesel,Dealer,Manual,First Owner,7,1248.0,88.8,Maruti
Volkswagen Polo 2015-2019 GT TSI,2016.0,740000.0,40000.0,Petrol,Individual,Automatic,First Owner,5,1197.0,103.5,Volkswagen
Hyundai i20 Asta 1.2,2011.0,325000.0,115000.0,Petrol,Individual,Manual,First Owner,5,1197.0,82.85,Hyundai
Maruti Eeco Smiles 7 Seater Standard,2015.0,365000.0,59000.0,Petrol,Dealer,Manual,First Owner,7,1196.0,73.0,Maruti
Hyundai i10 Sportz 1.2,2011.0,320000.0,63000.0,Petrol,Dealer,Manual,First Owner,5,1197.0,78.9,Hyundai
Maruti Swift Dzire VXI,2014.0,450000.0,100000.0,Petrol,Individual,Manual,Third Owner,5,1197.0,85.8,Maruti
Hyundai Tucson 2.0 e-VGT 2WD MT,2017.0,1500000.0,44000.0,Diesel,Individual,Manual,First Owner,5,1995.0,182.46,Hyundai
Chevrolet Beat LS,2015.0,220000.00000000003,73000.0,Petrol,Individual,Manual,First Owner,5,1199.0,76.8,Chevrolet
Maruti Vitara Brezza ZDi,2018.0,735000.0,36000.0,Diesel,Dealer,Manual,First Owner,5,1248.0,88.5,Maruti
Mahindra XUV500 W8 2WD,2013.0,750000.0,120000.0,Diesel,Individual,Manual,First Owner,7,2179.0,140.0,Mahindra
BMW 3 Series 320d Highline,2011.0,1125000.0,95000.0,Diesel,Dealer,Automatic,First Owner,5,1995.0,181.0,BMW
Maruti Swift VDI BSIV,2014.0,400000.0,100000.0,Diesel,Individual,Manual,First Owner,5,1248.0,74.0,Maruti
Hyundai Grand i10 Asta,2014.0,495000.0,34400.0,Petrol,Dealer,Manual,First Owner,5,1197.0,82.0,Hyundai
Kia Seltos HTK Plus G,2019.0,1149000.0,6076.0,Petrol,Dealer,Manual,First Owner,5,1497.0,113.4,Kia
Maruti Alto 800 LXI,2017.0,290000.0,35000.0,Petrol,Individual,Manual,First Owner,5,796.0,47.3,Maruti
Hyundai Creta 1.6 SX Option Diesel,2018.0,1295000.0,40000.0,Diesel,Dealer,Manual,First Owner,5,1582.0,126.2,Hyundai
Tata Tiago 1.2 Revotron XZ,2019.0,515000.00000000006,10000.0,Petrol,Individual,Manual,First Owner,5,1199.0,84.0,Tata
Hyundai Verna 1.6 SX,2014.0,650000.0,89000.0,Diesel,Dealer,Manual,First Owner,5,1582.0,126.32,Hyundai
Maruti Ciaz 1.3 Delta,2017.0,725000.0,52000.0,Diesel,Dealer,Manual,First Owner,5,1248.0,88.5,Maruti
Maruti Swift Dzire VDI,2015.0,440000.00000000006,110000.0,Diesel,Individual,Manual,First Owner,5,1248.0,74.0,Maruti
Nissan Micra XV CVT,2014.0,361000.0,26000.0,Petrol,Individual,Automatic,First Owner,5,1198.0,76.0,Nissan
Audi Q3 2.0 TDI Quattro Premium Plus,2013.0,1885000.0,80792.0,Diesel,Dealer,Automatic,First Owner,5,1968.0,174.33,Audi
Hyundai Santa Fe 4X2,2011.0,600000.0,175000.0,Diesel,Individual,Manual,First Owner,7,2199.0,194.3,Hyundai
Hyundai Xcent 1.1 CRDi SX Option,2018.0,665000.0,40142.0,Diesel,Dealer,Manual,First Owner,5,1120.0,71.0,Hyundai
Honda Jazz 1.2 V i VTEC,2016.0,575000.0,49000.0,Petrol,Dealer,Manual,First Owner,5,1199.0,88.7,Honda
Maruti Vitara Brezza VDi Option,2016.0,768000.0,51577.0,Diesel,Dealer,Manual,First Owner,5,1248.0,88.5,Maruti
Renault KWID AMT RXL,2017.0,385000.0,35017.0,Petrol,Dealer,Automatic,First Owner,5,999.0,67.0,Renault
Hyundai Verna 1.6 VTVT EX AT,2013.0,575000.0,14000.0,Petrol,Dealer,Automatic,First Owner,5,1591.0,121.4,Hyundai
Mahindra Bolero 2011-2019 Plus Non AC BSIV PS,2017.0,750000.0,90000.0,Diesel,Individual,Manual,First Owner,9,2523.0,63.0,Mahindra
Hyundai i20 Sportz Plus BSIV,2019.0,710000.0,5000.0,Petrol,Individual,Manual,First Owner,5,1197.0,81.86,Hyundai
Tata Indica Vista Terra 1.2 Safire,2009.0,90000.0,60000.0,Petrol,Individual,Manual,First Owner,5,1172.0,65.0,Tata
Maruti Swift VDI BSIV,2016.0,500000.0,110000.0,Diesel,Individual,Manual,First Owner,5,1248.0,74.0,Maruti
Audi A6 2.0 TDI  Design Edition,2013.0,1689999.0,50000.0,Diesel,Dealer,Automatic,First Owner,5,1968.0,187.74,Audi
Hyundai i10 Sportz 1.2 AT,2010.0,375000.0,60000.0,Petrol,Dealer,Automatic,First Owner,5,1197.0,78.9,Hyundai
Maruti Alto LX,2008.0,150000.0,20000.0,Petrol,Individual,Manual,First Owner,5,796.0,46.3,Maruti
Maruti Baleno Delta 1.2,2017.0,570000.0,44000.0,Petrol,Individual,Manual,First Owner,5,1197.0,83.1,Maruti
Toyota Platinum Etios 1.4 GD,2017.0,632000.0,150000.0,Diesel,Individual,Manual,First Owner,5,1364.0,67.05,Toyota
Maruti Ertiga ZXI Petrol,2015.0,675000.0,40000.0,Petrol,Dealer,Manual,First Owner,7,1462.0,103.0,Maruti
Maruti Swift Dzire VXI,2015.0,525000.0,16881.0,Petrol,Dealer,Manual,First Owner,5,1197.0,83.14,Maruti
Hyundai i10 Sportz,2010.0,180000.0,100000.0,Petrol,Individual,Manual,First Owner,5,1197.0,78.9,Hyundai
Hyundai Verna Transform VGT CRDi,2010.0,300000.0,25000.0,Diesel,Individual,Manual,First Owner,5,1493.0,110.0,Hyundai
Maruti Alto LXi,2010.0,135000.0,50000.0,Petrol,Individual,Manual,First Owner,5,796.0,46.3,Maruti
Maruti Swift VDI BSIV,2011.0,320000.0,120000.0,Diesel,Individual,Manual,Second Owner,5,1248.0,74.0,Maruti
Maruti S-Presso VXI,2019.0,432000.0,3000.0,Petrol,Individual,Manual,First Owner,5,998.0,67.0,Maruti
Skoda Superb Elegance 1.8 TSI AT,2009.0,396000.0,70000.0,Petrol,Dealer,Automatic,First Owner,5,1798.0,157.75,Skoda
Hyundai Creta 1.6 VTVT SX Plus,2017.0,1050000.0,43000.0,Petrol,Dealer,Manual,First Owner,5,1591.0,121.3,Hyundai
Tata Nexon 1.5 Revotorq XE,2018.0,725000.0,60000.0,Diesel,Individual,Manual,First Owner,5,1497.0,108.5,Tata
Mercedes-Benz GLA Class 200 CDI SPORT,2016.0,2500000.0,6000.0,Diesel,Dealer,Automatic,First Owner,5,2143.0,136.0,Mercedes-Benz
Maruti Alto K10 LXI,2014.0,245000.00000000003,70000.0,Petrol,Individual,Manual,First Owner,5,998.0,67.1,Maruti
Toyota Glanza V,2019.0,835000.0,10000.0,Petrol,Dealer,Manual,First Owner,5,1197.0,81.8,Toyota
Skoda Rapid 1.6 TDI Ambition,2012.0,475000.0,87000.0,Diesel,Dealer,Manual,First Owner,5,1598.0,103.5,Skoda
Maruti Swift VDI BSIV,2006.0,150000.0,80000.0,Diesel,Individual,Manual,First Owner,5,1248.0,74.0,Maruti
Renault KWID RXT,2016.0,290000.0,10000.0,Petrol,Individual,Manual,First Owner,5,799.0,53.3,Renault
Toyota Fortuner 4x2 AT,2014.0,1689999.9999999998,61000.0,Diesel,Dealer,Automatic,First Owner,7,2982.0,168.5,Toyota
Audi Q5 40 TDI Technology,2020.0,5950000.0,1700.0,Diesel,Dealer,Automatic,First Owner,5,1968.0,188.0,Audi
Ford Ecosport 2015-2021 1.5 TDCi Trend BSIV,2015.0,770000.0,15000.0,Diesel,Individual,Manual,First Owner,5,1498.0,98.59,Ford
Honda City i-VTEC CVT ZX,2019.0,1350000.0,10000.0,Petrol,Dealer,Automatic,First Owner,5,1497.0,117.6,Honda
Hyundai Verna 1.6 VTVT AT SX,2017.0,1000000.0,15000.0,Petrol,Individual,Automatic,First Owner,5,1591.0,121.3,Hyundai
Chevrolet Beat LS,2010.0,130000.0,20000.0,Petrol,Individual,Manual,First Owner,5,1199.0,79.4,Chevrolet
Hyundai i20 Active 1.2,2017.0,642000.0,27240.0,Petrol,Dealer,Manual,First Owner,5,1197.0,81.86,Hyundai
Hyundai Xcent 1.2 Kappa AT S Option,2014.0,450000.0,25000.0,Petrol,Individual,Automatic,First Owner,5,1197.0,81.86,Hyundai
Maruti Ciaz Alpha Diesel,2019.0,1025000.0,32000.0,Diesel,Individual,Manual,First Owner,5,1248.0,88.5,Maruti
Maruti Swift Dzire VXI,2016.0,500000.0,40000.0,Petrol,Individual,Manual,First Owner,5,1197.0,83.14,Maruti
Maruti Eeco CNG 5 Seater AC,2015.0,245000.00000000003,52000.0,CNG,Dealer,Manual,First Owner,5,1196.0,61.7,Maruti
Toyota Innova Crysta 2016-2020 2.4 VX MT BSIV,2017.0,1650000.0,63000.0,Diesel,Dealer,Manual,First Owner,7,2393.0,147.8,Toyota
Datsun RediGO A,2019.0,320000.0,10000.0,Petrol,Individual,Manual,First Owner,5,799.0,53.64,Datsun
Honda Accord VTi-L (MT),2007.0,300000.0,56546.0,Petrol,Dealer,Manual,First Owner,5,2354.0,144.0,Honda
Maruti Swift VDI BSIV,2015.0,580000.0,120000.0,Diesel,Individual,Manual,First Owner,5,1248.0,74.0,Maruti
Hyundai Verna 1.6 CRDI,2011.0,390000.0,57501.0,Diesel,Dealer,Manual,First Owner,5,1582.0,126.3,Hyundai
Toyota Etios G,2011.0,275000.0,45000.0,Petrol,Dealer,Manual,First Owner,5,1496.0,88.73,Toyota
Honda Amaze S CVT i-VTEC,2018.0,550000.0,25000.0,Petrol,Individual,Automatic,First Owner,5,1199.0,88.7,Honda
Ford Ecosport 1.5 DV5 MT Titanium,2013.0,430000.0,60000.0,Diesel,Dealer,Manual,First Owner,5,1498.0,89.84,Ford
Mahindra TUV 300 T10,2018.0,860000.0,31809.0,Diesel,Dealer,Manual,First Owner,7,1493.0,100.0,Mahindra
Toyota Innova 2.5 G (Diesel) 8 Seater,2015.0,860000.0,90000.0,Diesel,Individual,Manual,Second Owner,8,2494.0,100.6,Toyota
Toyota Etios GD,2014.0,570000.0,126000.0,Diesel,Dealer,Manual,First Owner,5,1364.0,67.04,Toyota
Tata Tiago NRG Petrol AMT,2019.0,520000.0,2560.0,Petrol,Individual,Automatic,First Owner,5,1199.0,83.81,Tata
Maruti Swift Dzire ZDI Plus,2018.0,800000.0,30000.0,Diesel,Individual,Manual,First Owner,5,1248.0,74.02,Maruti
Mahindra Verito 1.5 D4 BSIV,2011.0,250000.0,97000.0,Diesel,Individual,Manual,First Owner,5,1461.0,64.1,Mahindra
Ford Figo Diesel Celebration Edition,2013.0,200000.0,57617.0,Diesel,Individual,Manual,First Owner,5,1399.0,68.1,Ford
Tata Nano XT,2016.0,195000.0,12000.0,Petrol,Dealer,Manual,First Owner,4,624.0,37.48,Tata
Hyundai i20 Magna 1.4 CRDi,2015.0,520000.0,80000.0,Diesel,Individual,Manual,First Owner,5,1396.0,88.73,Hyundai
Tata Tiago 1.05 Revotorq XM Option,2017.0,350000.0,35780.0,Diesel,Dealer,Manual,First Owner,5,1047.0,69.0,Tata
Toyota Yaris V CVT BSIV,2018.0,1080000.0,25000.0,Petrol,Individual,Automatic,First Owner,5,1496.0,105.5,Toyota
Renault KWID RXL,2016.0,229999.0,40000.0,Petrol,Individual,Manual,First Owner,5,799.0,53.3,Renault
Fiat Linea 1.3 Multijet Emotion,2015.0,450000.0,120000.0,Diesel,Individual,Manual,First Owner,5,1248.0,91.7,Fiat
Chevrolet Sail 1.3 LS,2013.0,260000.0,47000.0,Diesel,Individual,Manual,First Owner,5,1248.0,74.0,Chevrolet
Maruti Ciaz Alpha BSIV,2018.0,700000.0,37000.0,Petrol,Individual,Manual,First Owner,5,1462.0,103.25,Maruti
Volkswagen Polo 1.0 MPI Trendline BSIV,2019.0,550000.0,37326.0,Petrol,Dealer,Manual,First Owner,5,999.0,75.0,Volkswagen
Ford Figo Diesel LXI,2012.0,240000.0,50000.0,Diesel,Individual,Manual,First Owner,5,1399.0,68.0,Ford
Ford Ecosport 2015-2021 1.5 Diesel Titanium BSIV,2018.0,850000.0,25000.0,Diesel,Dealer,Manual,First Owner,5,1498.0,98.96,Ford
ISUZU MUX 4X2,2017.0,1900000.0,47000.0,Diesel,Dealer,Automatic,First Owner,7,2999.0,175.0,ISUZU
Mahindra Bolero 2011-2019 DI - AC BS III,2016.0,600000.0,60000.0,Diesel,Individual,Manual,First Owner,9,2523.0,63.0,Mahindra
Maruti Swift Dzire VDI,2015.0,575000.0,80000.0,Diesel,Individual,Manual,First Owner,5,1248.0,74.0,Maruti
Hyundai Verna 1.6 SX VTVT (O),2015.0,635000.0,30000.0,Petrol,Dealer,Manual,First Owner,5,1591.0,121.3,Hyundai
Maruti Swift Dzire LXI Option,2015.0,400000.0,66000.0,Petrol,Dealer,Manual,First Owner,5,1197.0,83.14,Maruti
Maruti Swift VXi BSIV,2016.0,510000.0,13300.0,Petrol,Dealer,Manual,First Owner,5,1197.0,85.0,Maruti
Volkswagen Polo 2015-2019 1.5 TDI Highline,2017.0,790000.0,50000.0,Diesel,Individual,Manual,First Owner,5,1498.0,88.0,Volkswagen
Maruti Baleno Alpha CVT,2019.0,875000.0,14000.0,Petrol,Dealer,Automatic,First Owner,5,1197.0,81.8,Maruti
Ford Figo Petrol ZXI,2013.0,325000.0,46584.0,Petrol,Dealer,Manual,First Owner,5,1196.0,70.0,Ford
Maruti Swift VDI BSIV,2015.0,450000.0,50168.0,Diesel,Dealer,Manual,First Owner,5,1248.0,74.0,Maruti
Maruti Swift ZXI,2012.0,345000.0,50000.0,Petrol,Individual,Manual,Second Owner,5,1197.0,85.8,Maruti
Mahindra KUV 100 mFALCON D75 K4 5str,2016.0,450000.0,11800.0,Diesel,Dealer,Manual,First Owner,5,1198.0,77.0,Mahindra
Tata Indica eLX,2017.0,380000.0,60000.0,Diesel,Individual,Manual,First Owner,5,1396.0,69.0,Tata
Chevrolet Spark 1.0 LT,2012.0,225000.0,50000.0,Petrol,Dealer,Manual,First Owner,5,995.0,62.0,Chevrolet
Volvo S60 2015-2020 D5 Inscription,2012.0,750000.0,59000.0,Diesel,Dealer,Automatic,First Owner,5,2400.0,215.0,Volvo
Maruti Baleno Alpha 1.2,2016.0,665000.0,4300.0,Petrol,Individual,Manual,First Owner,5,1197.0,83.1,Maruti
Renault Duster 110PS Diesel RxL,2014.0,500000.0,42000.0,Diesel,Dealer,Manual,First Owner,5,1461.0,108.45,Renault
Hyundai i20 Asta (o),2010.0,350000.0,80000.0,Petrol,Individual,Manual,First Owner,5,1197.0,80.0,Hyundai
Ford Figo Diesel ZXI,2012.0,220000.00000000003,90000.0,Diesel,Individual,Manual,First Owner,5,1399.0,68.0,Ford
Maruti Swift VDI,2016.0,610000.0,54000.0,Diesel,Dealer,Manual,First Owner,5,1248.0,74.0,Maruti
Maruti Swift Dzire VXI,2015.0,575000.0,67000.0,Petrol,Dealer,Manual,First Owner,5,1197.0,83.14,Maruti
Hyundai Sonata 2.4 GDi MT,2013.0,1200000.0,17650.0,Petrol,Dealer,Manual,First Owner,5,2359.0,198.25,Hyundai
Audi Q3 2.0 TDI Quattro,2013.0,1424000.0,66000.0,Diesel,Dealer,Automatic,First Owner,5,1968.0,184.0,Audi
Hyundai i10 Magna,2016.0,375000.0,57000.0,Petrol,Dealer,Manual,First Owner,5,1197.0,78.9,Hyundai
Toyota Fortuner 4X2 AT,2013.0,1545000.0,142000.0,Petrol,Dealer,Automatic,First Owner,7,2694.0,163.05,Toyota
Hyundai Santro Era,2019.0,420000.0,20000.0,Petrol,Individual,Manual,First Owner,5,1086.0,68.0,Hyundai
Honda City i VTEC CVT VX,2016.0,825000.0,48200.0,Petrol,Dealer,Automatic,First Owner,5,1497.0,117.3,Honda
Honda City i VTEC VX,2016.0,700000.0,55670.0,Petrol,Dealer,Manual,First Owner,5,1497.0,117.3,Honda
Mahindra Bolero Power Plus SLX,2017.0,620000.0,100000.0,Diesel,Individual,Manual,Second Owner,7,1493.0,70.0,Mahindra
Maruti Alto 800 LXI,2019.0,300000.0,5000.0,Petrol,Individual,Manual,First Owner,5,796.0,47.3,Maruti
Honda New Accord 2008-2011 2.4 AT,2011.0,549000.0,50007.0,Petrol,Dealer,Automatic,First Owner,5,2354.0,177.6,Honda
Chevrolet Spark 1.0 LT Option Pack w/ Airbag,2011.0,175000.0,40000.0,Petrol,Individual,Manual,First Owner,5,995.0,63.0,Chevrolet
Hyundai i20 Era 1.4 CRDi,2014.0,450000.0,60000.0,Diesel,Individual,Manual,First Owner,5,1396.0,88.73,Hyundai
BMW 5 Series 520d Modern Line,2014.0,2075000.0,38000.0,Diesel,Dealer,Automatic,First Owner,5,1995.0,184.0,BMW
Maruti Swift VDi BSIII W/ ABS,2010.0,270000.0,98000.0,Diesel,Individual,Manual,First Owner,5,1248.0,75.0,Maruti
Tata Tiago XT,2016.0,385000.0,27000.0,Petrol,Dealer,Manual,First Owner,5,1199.0,84.48,Tata
Maruti Wagon R CNG LXI BSIV,2016.0,360000.0,56000.0,CNG,Dealer,Manual,First Owner,5,998.0,67.04,Maruti
Maruti Swift Dzire VDi,2012.0,320000.0,90000.0,Diesel,Individual,Manual,Third Owner,5,1248.0,73.9,Maruti
Tata Sumo Gold EX,2018.0,700000.0,63000.0,Diesel,Individual,Manual,First Owner,7,2956.0,83.83,Tata
Honda Civic 1.8 V MT,2010.0,310000.0,45000.0,Petrol,Dealer,Manual,First Owner,5,1799.0,130.2,Honda
BMW 5 Series 530d M Sport,2019.0,5700000.0,6000.0,Diesel,Dealer,Automatic,First Owner,5,2993.0,261.49,BMW
Hyundai i20 Era 1.2,2015.0,565000.0,69482.0,Petrol,Dealer,Manual,First Owner,5,1197.0,81.83,Hyundai
Ford Ecosport 1.5 DV5 MT Titanium,2014.0,525000.0,80000.0,Diesel,Dealer,Manual,First Owner,5,1498.0,89.84,Ford
Hyundai Grand i10 Magna,2014.0,375000.0,56454.0,Petrol,Dealer,Manual,First Owner,5,1197.0,82.0,Hyundai
Maruti Swift Dzire VDi,2012.0,370000.0,175000.0,Diesel,Individual,Manual,Fourth & Above Owner,5,1248.0,73.9,Maruti
Tata New Safari DICOR 2.2 VX 4x2,2009.0,250000.0,146000.0,Diesel,Individual,Manual,Second Owner,7,2179.0,138.0,Tata
Maruti Swift Dzire VDi,2011.0,360000.0,89000.0,Diesel,Dealer,Manual,First Owner,5,1248.0,73.9,Maruti
Mahindra KUV 100 mFALCON D75 K4,2017.0,400000.0,50000.0,Diesel,Individual,Manual,First Owner,6,1198.0,77.0,Mahindra
Hyundai i20 Sportz 1.2,2014.0,450000.0,90000.0,Petrol,Individual,Manual,First Owner,5,1197.0,81.83,Hyundai
Audi A4 New  2.0 TDI Multitronic,2012.0,1250000.0,79000.0,Diesel,Dealer,Automatic,First Owner,5,1968.0,140.8,Audi
Maruti Zen Estilo LXI BSIII,2007.0,110000.0,55000.0,Petrol,Dealer,Manual,First Owner,5,998.0,67.1,Maruti
Maruti Swift VDI BSIV,2016.0,600000.0,100000.0,Diesel,Individual,Manual,First Owner,5,1248.0,74.0,Maruti
Honda Jazz 1.2 V i VTEC,2018.0,600000.0,18000.0,Petrol,Individual,Manual,First Owner,5,1199.0,88.7,Honda
Honda Jazz V CVT,2018.0,775000.0,19000.0,Petrol,Dealer,Automatic,First Owner,5,1199.0,88.7,Honda
Hyundai Grand i10 1.2 Kappa Sportz Option,2018.0,525000.0,20000.0,Petrol,Individual,Manual,First Owner,5,1197.0,81.86,Hyundai
Maruti Swift Dzire ZXI,2014.0,511000.00000000006,55000.0,Petrol,Dealer,Manual,First Owner,5,1197.0,83.14,Maruti
Hyundai Creta 1.4 E Plus,2018.0,998000.0,70000.0,Diesel,Individual,Manual,First Owner,5,1396.0,88.7,Hyundai
Hyundai Grand i10 Sportz,2020.0,330000.0,70000.0,Petrol,Individual,Manual,Second Owner,5,1197.0,81.86,Hyundai
Maruti Swift 1.3 VXi,2010.0,300000.0,35000.0,Petrol,Individual,Manual,First Owner,5,1130.3258167100319,72.96410345829393,Maruti
Hyundai Xcent 1.2 CRDi SX,2017.0,510000.0,70000.0,Diesel,Individual,Manual,First Owner,5,1186.0,73.97,Hyundai
Honda Brio S MT,2014.0,425000.0,66000.0,Petrol,Dealer,Manual,First Owner,5,1198.0,86.8,Honda
Tata Indica eLS,2014.0,300000.0,30000.0,Diesel,Individual,Manual,First Owner,5,1396.0,69.0,Tata
Renault Scala Diesel RxL,2015.0,320000.0,59000.0,Diesel,Dealer,Manual,First Owner,5,1461.0,84.8,Renault
BMW 5 Series 520d,2015.0,2500000.0,113000.0,Diesel,Dealer,Automatic,First Owner,5,1995.0,177.0,BMW
Hyundai Verna 1.6 CRDI,2013.0,500000.0,80000.0,Diesel,Individual,Manual,Second Owner,5,1582.0,126.3,Hyundai
Tata Sumo Gold EX,2013.0,272000.0,160000.0,Diesel,Individual,Manual,First Owner,7,2956.0,83.83,Tata
Hyundai Accent GLE,2000.0,200000.0,70000.0,Petrol,Individual,Manual,First Owner,5,1495.0,94.0,Hyundai
Hyundai Grand i10 Asta Option,2014.0,459000.0,49000.0,Petrol,Dealer,Manual,First Owner,5,1197.0,82.0,Hyundai
Mercedes-Benz E-Class E 200 CGI,2013.0,1125000.0,63513.0,Petrol,Dealer,Manual,First Owner,5,1796.0,185.0,Mercedes-Benz
Mahindra Bolero 2011-2019 EX AC,2018.0,750000.0,60000.0,Diesel,Individual,Manual,First Owner,7,2523.0,62.1,Mahindra
Hyundai EON 1.0 Kappa Magna Plus Optional,2018.0,300000.0,60000.0,Petrol,Individual,Manual,First Owner,5,998.0,68.05,Hyundai
Maruti Swift Dzire ZXi,2009.0,210000.0,68000.0,Petrol,Dealer,Manual,First Owner,5,1298.0,85.8,Maruti
Maruti Swift Dzire VDi,2012.0,325000.0,120000.0,Diesel,Individual,Manual,First Owner,5,1248.0,73.9,Maruti
Skoda Rapid 1.6 MPI Ambition,2014.0,490000.00000000006,29000.0,Petrol,Dealer,Manual,First Owner,5,1598.0,105.0,Skoda
Honda City i VTEC VX Option,2016.0,725000.0,57000.0,Petrol,Dealer,Manual,First Owner,5,1497.0,117.3,Honda
Hyundai Santro GLS II - Euro II,2008.0,130000.0,79000.0,Petrol,Dealer,Manual,First Owner,5,1277.0219931271479,89.36408206330539,Hyundai
Mahindra XUV500 W8 2WD,2015.0,850000.0,97000.0,Diesel,Individual,Manual,First Owner,7,2179.0,140.0,Mahindra
Maruti Swift Dzire VDI,2014.0,595000.0,89504.0,Diesel,Dealer,Manual,First Owner,5,1248.0,74.0,Maruti
Maruti Ciaz 1.4 Alpha,2017.0,747000.0,26765.0,Petrol,Dealer,Manual,First Owner,5,1373.0,91.1,Maruti
Renault Duster 85PS Diesel RxL Option,2012.0,370000.0,68000.0,Diesel,Dealer,Manual,First Owner,5,1461.0,83.8,Renault
Mahindra KUV100 NXT G80 K8 5Str BSIV,2018.0,550000.0,17000.0,Petrol,Individual,Manual,First Owner,5,1198.0,82.0,Mahindra
MG Hector Sharp DCT,2019.0,1630000.0,9293.0,Petrol,Dealer,Automatic,First Owner,5,1451.0,141.0,MG
Tata New Safari DICOR 2.2 VX 4x2 BS IV,2011.0,240000.0,120000.0,Diesel,Individual,Manual,First Owner,7,2179.0,138.1,Tata
Mahindra XUV500 W11 AT BSIV,2019.0,1650000.0,25000.0,Diesel,Individual,Automatic,Second Owner,7,2179.0,152.87,Mahindra
Maruti Swift Dzire ZDI,2016.0,650000.0,40000.0,Diesel,Individual,Manual,First Owner,5,1248.0,74.0,Maruti
Mahindra Verito 1.5 D2 BSIII,2011.0,210000.0,215000.0,Diesel,Individual,Manual,First Owner,5,1461.0,64.1,Mahindra
Hyundai i20 Asta Optional with Sunroof 1.2,2013.0,525000.0,61500.0,Petrol,Dealer,Manual,First Owner,5,1197.0,82.85,Hyundai
